Episode,Reward
0,12.351937487928831
1,12.32477045512383
2,12.224938920616353
3,12.35525654054258
4,12.429360606024366
5,12.359829518403654
6,12.413496650258185
7,12.391942616288345
8,12.52983091388201
9,12.319151290649774
10,12.404952090028116
11,12.47651141477899
12,12.451865044100103
13,12.545964120594668
14,12.135555778635542
15,12.207532081314515
16,12.198572590542154
17,12.337779496764217
18,12.36368247860197
19,12.530320977115089
20,12.211986389454713
21,12.33892998096138
22,12.260689598393384
23,12.432125067574638
24,12.484339117127023
25,12.348908633545186
26,12.442789839644066
27,12.34794285239976
28,12.218186042970244
29,12.397838831752578
30,12.185964520158269
31,12.363002696644187
32,12.342823241390779
33,12.508182354460168
34,12.378410216072504
35,12.57694756214889
36,12.461358811845335
37,12.271371332574791
38,12.404526853516213
39,12.463505878394914
40,12.408487073036603
41,12.176457482320737
42,12.311034284108302
43,12.388848854034393
44,12.475231897216503
45,12.372634826955295
46,12.274966232603706
47,12.367186348852576
48,12.29365351357769
49,12.335750732034152
50,12.456789431359663
51,12.307141017336729
52,12.188423889327693
53,12.418996485856768
54,12.471122872375572
55,12.140611487160399
56,12.470480528474884
57,12.422882657919928
58,12.23924202518668
59,12.570727169203593
60,12.415341355931865
61,12.224257616312244
62,12.253220602113696
63,12.24007058549436
64,12.554169748392422
65,12.31978620477621
66,12.342125858947444
67,12.051491971566396
68,12.242043750931442
69,12.594741610546272
70,12.294224043234241
71,12.250817863821531
72,12.281603540946424
73,12.231347775320462
74,12.299322461237281
75,12.214174543056398
76,12.365094024163902
77,12.603620437418911
78,12.558683539750463
79,12.302749195701045
80,12.40092559431054
81,12.365105230478452
82,12.462327972277594
83,12.32795029849477
84,12.20144402699323
85,12.226029026130908
86,12.328095575313352
87,12.528929182185268
88,12.39142063855399
89,12.438358420890774
90,12.558990644467249
91,12.474648399697639
92,12.337390486951248
93,12.280617415603047
94,12.37108945509368
95,12.319720404359893
96,12.446635403919759
97,12.231546730701963
98,12.287448782143443
99,12.334722778576728
