Episode,average_time,average_energy,average_time_local,average_energy_local,average_time_edge,average_energy_edge,average_time_random,average_energy_random
0,0.4658883394731421,0.028393188476464607,0.042057585996264524,0.14762250123405973,0.3647720508249042,0.028393188476464607,0.28322470879093353,0.05778079086128929
1,0.44273813813652246,0.026603262891163857,0.041898245689330565,0.14617356776958845,0.3762778435521363,0.028509813921636238,0.2786106579919879,0.05823572242182407
2,0.47971388409183646,0.02710479570119284,0.03987435928467242,0.14203467778133513,0.3850009101252248,0.02710479570119284,0.29439411025908424,0.054545765210387974
3,0.4989072082575265,0.02813978248161069,0.03997765637460109,0.14196453019705088,0.404082699576024,0.02813978248161069,0.30872714462059214,0.05721217464519757
4,0.4660215571351384,0.026841166851028976,0.04160343070316462,0.1438919137220486,0.40115402575507114,0.0287583650571627,0.30009123895307177,0.057682226808667234
5,0.4514881982192837,0.025561591022621784,0.038901638582459555,0.13861253975572638,0.419053061251552,0.027898054978226634,0.32742237369389243,0.05664970396742727
6,0.4908083900855061,0.028765902987075105,0.04133394612536731,0.14377569666747894,0.390649322358492,0.028765902987075105,0.30642590566694305,0.0559759251019339
7,0.46386790400035166,0.027758584303942367,0.04250621996853414,0.14800901799628874,0.4120903010369816,0.03013365727418366,0.3094407150471884,0.05869229633051823
8,0.5224351143259189,0.030157300094960274,0.04062807262376394,0.14224938589292602,0.43417765617668724,0.030157300094960274,0.32719935519008697,0.05768859250277842
9,0.5372947158416435,0.029048084360191396,0.04123657849220495,0.1443101630625268,0.44795961223176944,0.029048084360191396,0.3290382506901416,0.05769026930549047
10,0.43786747427485506,0.026808737880878158,0.03998544508415616,0.14110616393358574,0.3861653780736676,0.02895701103982793,0.2880880591248649,0.05927351798731592
11,0.49114735221488925,0.02887301690367225,0.04098582005084768,0.14237728677403827,0.3900246789654814,0.02887301690367225,0.29744252257482984,0.057432804241780495
12,0.46237104033515164,0.026807850525696342,0.040912574706987705,0.1440868459813429,0.40862548061916215,0.028991167046707678,0.32029217523806625,0.057913723419363634
13,0.4790322279851026,0.02843866407919054,0.04178992933314623,0.14768711128145398,0.4276709450945243,0.030746844930835047,0.33198778300768195,0.06086407986881924
14,0.47550566492999263,0.027365897899613786,0.040227271255934706,0.14447817614323263,0.43032973880304426,0.02949932813219806,0.3176279626300322,0.05865907033713186
15,0.4509439188714337,0.025437072614338713,0.0393005579438466,0.1401422294194466,0.39343313869013075,0.027422451553444926,0.2952659038562528,0.053685108170923604
16,0.4564694985001811,0.027720675892294884,0.04136282624548561,0.14437624951975145,0.42516030730882753,0.030412020201875778,0.331302957362321,0.060789818657385156
17,0.45786002775824197,0.027003921586064242,0.0417037576330784,0.1453396171459882,0.4146752724406084,0.029422133037880657,0.3218320876087413,0.05927892788632128
18,0.47523295638456725,0.027460603007246946,0.040052907500239446,0.1421796733547253,0.3799196682228759,0.027460603007246946,0.29317743952644026,0.05546657081980294
19,0.5269139980777793,0.029264551143917645,0.04082032219178586,0.14407519331490362,0.4263475926146104,0.029264551143917645,0.3230160986581826,0.058256054429447465
20,0.48915691004375084,0.02588209540310494,0.039702876857897154,0.14439546180775217,0.3915223175800258,0.02588209540310494,0.3086017008561484,0.055352281796564706
21,0.5270661478576104,0.03036448903555624,0.040856788161232976,0.14366500629165865,0.43881049411325707,0.03036448903555624,0.3205414646020966,0.0575119699722492
22,0.44295355833867067,0.02675393494493578,0.041077186484251994,0.14565126707353354,0.3881873448955178,0.02883175575457357,0.288327449920146,0.05971965415356166
23,0.45642587519342004,0.026311608637509493,0.0403091760692705,0.14289920556754906,0.4285435741256963,0.028982870111624624,0.32187676629421297,0.059533706275560316
24,0.4347408413249935,0.02649138834250853,0.039948677900401894,0.14084928986388145,0.3795050649074734,0.028442100282154457,0.2929031187065986,0.05931583109709734
25,0.5304758765697758,0.028064521590173096,0.039863386510084114,0.1427401038298459,0.4308515561546606,0.028064521590173096,0.33199198831593824,0.05673544872351029
26,0.46206575775323394,0.026900644398069176,0.039389994316775784,0.13903759640624225,0.4191042766581489,0.029059069092323114,0.3092961331911695,0.054712320682225334
27,0.4427350746805748,0.027045839298536534,0.04178295178866294,0.14588087002174466,0.4036562010961463,0.02973918909108443,0.31200654448850884,0.058944275154220745
28,0.5150575656207509,0.027929352565874976,0.040869474256078536,0.14412692644288766,0.4173350202294965,0.027929352565874976,0.31658178729410197,0.05694284160984161
29,0.4436243152253046,0.027874191458404952,0.042249989171329924,0.14548678153865646,0.4085765278574882,0.03060415742491521,0.32766498654339893,0.06092236192951463
30,0.49956294468035173,0.028535951465254072,0.041662685619674344,0.14634151952492877,0.4087277549272964,0.028535951465254072,0.29549159396992625,0.05676574963223982
31,0.46103221924674576,0.024720498164755578,0.0402320747886418,0.14333778416267684,0.4159053716049817,0.02718643233101591,0.3121178780824815,0.05610650705403964
32,0.4519694603980718,0.0258220508121803,0.039771747966867124,0.14332014700603699,0.3974806923723575,0.027923496245245698,0.3024088053454865,0.05766036230566247
33,0.5117291072726883,0.029001772718376596,0.0392327559908218,0.13902461130265278,0.41592704256229174,0.029001772718376596,0.32523274811784036,0.05669348908906853
34,0.5182329971913553,0.02965603308569509,0.04254191970068519,0.14864649268068986,0.4153697392508265,0.02965603308569509,0.31112752154023426,0.058333081745019985
35,0.45742446032633266,0.02591103561670448,0.04044781837794964,0.14495809512450888,0.4250389088632964,0.028567804928007968,0.34148199918839134,0.05912742012969153
36,0.4385371806956072,0.02684804052984839,0.042239020045991386,0.1483804792504218,0.386783687458918,0.0292557933606922,0.29611411442173713,0.05935690712885208
37,0.42935996962460976,0.02443853767866555,0.038750098140403574,0.1376206092982349,0.3787532296968497,0.026553950013161742,0.30005965823933667,0.05386605683481508
38,0.45685127446718965,0.027472830469488566,0.0401467678182771,0.14126144382846173,0.3644876365402916,0.027472830469488566,0.2801981629161972,0.05562292047440462
39,0.44291070343997585,0.02668335044579623,0.04066023524835325,0.14526894970018972,0.4110792453646969,0.029147180902838417,0.29986400106844274,0.058278634611218794
40,0.489607292531296,0.027383709184611152,0.03911452717560714,0.14002971881074366,0.395245897988029,0.027383709184611152,0.3041859410184753,0.055272310552933135
