Episode,Reward
0,12.614430678458001
1,12.634681727371
2,12.536606820903998
3,12.63049190724711
4,12.513461795961765
5,12.429829504234348
6,12.668924799831748
7,12.67593028536028
8,12.504552550153099
9,12.445186221176622
10,12.569303803629731
11,12.446220898114444
12,12.493721879960786
13,12.458923094278436
14,12.452118768214016
15,12.452829355096611
16,12.4776769807535
17,12.518713591813743
18,12.585705172010293
19,12.491885384443766
20,12.46522692774406
21,12.505403224544487
22,12.543982685282089
23,12.545025844622803
24,12.629701951971821
25,12.384478405946723
26,12.47074647591057
27,12.461541272917774
28,12.450685283443518
29,12.564896146978237
30,12.433394453191138
31,12.527619080365579
32,12.541014751044036
33,12.490485091216954
34,12.492569616212274
35,12.35491010142461
36,12.586457520668233
37,12.608011681478139
38,12.478476473187442
39,12.529162061618164
40,12.442583287369647
41,12.57424697327088
42,12.539616482926874
43,12.453701031775356
44,12.508121865616648
45,12.414678147644631
46,12.493950146060548
47,12.56627685858234
48,12.507863616187407
49,12.486045208401706
50,12.53894747021391
51,12.4207560458538
52,12.33209281008188
53,12.522519989775784
54,12.625539256131686
55,12.429175180524657
56,12.59803182775525
57,12.497540226871262
58,12.338152017948808
59,12.543214220162485
60,12.552608960119246
61,12.440994620609505
62,12.595472307530331
63,12.44233653454317
64,12.546190154635095
65,12.41016260479779
66,12.595856226831891
67,12.526319492276077
68,12.333729922753626
69,12.409708449362618
70,12.57445537712162
71,12.584492723216599
72,12.543388014922844
73,12.488523177709244
74,12.436745305245585
75,12.502594942577142
76,12.391465233961586
77,12.442132195505973
78,12.453442588107716
79,12.549251646633987
80,12.44642105838598
81,12.596687656026873
82,12.462517705815364
83,12.484616501414846
84,12.517319538769563
85,12.484729724046115
86,12.421717464080425
87,12.580367596291742
88,12.568776135733984
89,12.426807893203568
90,12.660061972455434
91,12.648196619456803
92,12.458423746914278
93,12.484824784915661
94,12.427508891881285
95,12.45572698076342
96,12.615116860148113
97,12.34440836528894
98,12.443794870091722
99,12.506673905560262
