Episode,Reward
0,11.70619395577975
1,12.02341432601283
2,11.930857835836258
3,11.915238056600193
4,12.125662599414353
5,12.040148408943287
6,11.948329892274117
7,12.143672019612199
8,11.803939208405875
9,12.217639469457566
10,12.076871648218006
11,12.025945498693606
12,12.062499437420454
13,12.280305388514568
14,12.030581919771773
15,12.07050950234236
16,11.69167772454881
17,11.950453059901331
18,12.214814625417624
19,12.131745111373077
20,12.152978804976344
21,12.149377769996322
22,12.164652383759417
23,11.911023486036399
24,2.9479290774074807
25,12.075543675703905
26,12.104491122297508
27,12.009393414313406
28,12.148244655872912
29,12.013011219883362
30,2.9683378780669516
31,12.102814170352174
32,12.096421869499382
33,11.859708171245494
34,12.123287085776555
35,12.009187731472696
36,12.145274240770958
37,12.230253704918969
38,12.04118843672809
39,12.226329115912076
40,12.291899580282132
41,12.24599504170256
42,12.194293915954894
43,12.051562433993302
44,12.1783430486035
45,12.17708930005467
46,11.976313620425012
47,12.317804731454187
48,12.20162774389574
49,11.995403462599697
50,12.134957274881266
51,12.132443135259075
52,12.299446628344855
53,12.23727895957553
54,12.072539967533936
55,12.16737762454665
56,12.052489101964003
57,12.132846098087187
58,12.066748832035922
59,12.190173002063833
60,12.020232846564019
61,11.904752054686952
62,11.970148365046834
63,2.9737546500815166
64,12.088089048858244
65,3.013557480158799
66,3.0075159539059517
67,12.20525032430375
68,12.179586162489695
69,12.018209948736999
70,12.023728551496987
71,12.084965664259084
72,12.133212737057836
73,12.192775793058836
74,11.93732729332669
75,11.923963144182299
76,12.097775960106766
77,11.999066650134651
78,12.219117148708605
79,12.166453876344546
80,12.166586268444533
81,12.0441820553464
82,11.900536257719395
83,2.984104101759048
84,12.063508509564643
85,12.250288234705238
86,11.938581554694403
87,12.086366849281994
88,12.079825005857986
89,12.075234333788142
90,11.95729407070138
91,11.949407436792956
92,12.198843521196771
93,12.273111487684265
94,11.514211154890662
95,2.9450031411810245
96,11.525836888446033
97,11.986131780679631
98,12.035972917255343
99,11.466675839158876
