Episode,average_time,average_energy,average_time_local,average_energy_local,average_time_edge,average_energy_edge,average_time_random,average_energy_random
0,0.1822469240720031,0.07171436037937594,0.04474045401808323,0.12246784573851482,0.3629390088206387,0.025560721790142047,0.2679355065925134,0.04887161668412017
1,0.28020349089979146,0.048764193039737634,0.044328934907939,0.12232778707099681,0.33080070983319215,0.0235529211454752,0.2676060409585963,0.046358187212088994
2,0.129623627492938,0.10262321755499197,0.047973752819137364,0.13077158888458276,0.3410226403188606,0.02550924927056561,0.24793423444586404,0.051563032943805764
3,0.2905861914264337,0.049302672943793036,0.04480155601882756,0.12403405480469115,0.3405842852352453,0.02421770176541532,0.26034533046160196,0.04978060348115716
4,0.21793970901563253,0.07720648526380683,0.04650739069870557,0.1290145790248773,0.36224577465760704,0.025098521427576265,0.2857155297870399,0.05146623719079379
5,0.25832856633700363,0.04891922192025088,0.045609566443113286,0.12597557014366434,0.3061905219938611,0.023821128050945287,0.22943178355880303,0.048904683640767395
6,0.20964534499413665,0.0752828907549222,0.044660097899058324,0.12623116071555732,0.33208991755366296,0.0243490753910272,0.25346349220976927,0.048219541409992295
7,0.18964906472970533,0.0717984083978759,0.04417870285938741,0.12332082937691435,0.33430823353769434,0.024102585731207805,0.24342953774170203,0.04902282726755437
8,0.28544045102024607,0.049019749874004905,0.044307875745653896,0.12374170957145651,0.3500143797578401,0.023921064216943982,0.27581294062794504,0.04936348972654887
9,0.20918490815672103,0.07093397511751764,0.04512481637722782,0.12509210460715225,0.3400928761319665,0.024359382927054113,0.2662822054704299,0.05209499393388728
10,0.1885897750166782,0.07509681515756234,0.045403754799740834,0.12583004223176403,0.34332573517900417,0.02621931645005756,0.27834194511352767,0.052197089974893696
11,0.27404335152717496,0.04625939973303648,0.04434505160404846,0.12311144061141056,0.31384452912959593,0.02321702389750904,0.2464664318014257,0.04813248911284676
12,0.2814668101711206,0.04842071904784862,0.044622456710426764,0.12470886324196116,0.33612587498466917,0.023558931644204112,0.26808000079971356,0.05050187841301388
13,0.22513900011116134,0.0760894096263623,0.04486572902871609,0.12583933793457405,0.3469068539908694,0.024754495527984463,0.282670857257733,0.049904656257546545
14,0.3028055005369947,0.04917078087179826,0.04464309580221567,0.12347270326049395,0.3571690147582813,0.02486233765663908,0.2729108193219427,0.049586846444944536
15,0.2951719303999998,0.04954092318820151,0.045281472516140224,0.1258739551940318,0.3578528124205877,0.025057112464699844,0.27455342852585757,0.050845596548560065
16,0.21798638207823395,0.07256203807611172,0.044753257982009846,0.12559034559540885,0.34953309083565587,0.025313908848771677,0.2675492983678409,0.052106382515153794
17,0.26155475728584343,0.04975887203310797,0.043676234884117135,0.12246216646886394,0.3256746341627066,0.023606768468436526,0.26296951249383094,0.04664914430396397
18,0.265846021014525,0.04813996242355975,0.04526405883551046,0.12606360207411443,0.332896991800814,0.023193569403301126,0.26436629808871126,0.04898380038501218
19,0.148638634287742,0.09665800533245857,0.04374879726236934,0.11984542678475553,0.34546699585786894,0.024439875089445888,0.27144562425954416,0.04762729654174283
20,0.2853371717732783,0.04707270586447819,0.044689475362326495,0.12245725724614707,0.3288043976283189,0.02266908136775423,0.25842607492573166,0.04715681032152673
21,0.29406960762103196,0.05155896367958276,0.04578488962080701,0.128055703788099,0.35325533610994,0.02445162148756026,0.2785260840062193,0.0498919994854132
22,0.2923497733955053,0.049838039949899625,0.044628461979348055,0.12298803643229698,0.3380571153177352,0.024091935770871906,0.25936017398567035,0.047235217512331375
23,0.2957809131471375,0.04844964531400018,0.045209847785707157,0.1277047031843385,0.3501192763095626,0.023099752366675635,0.2669043698922937,0.05020709455869813
24,0.28657013657900654,0.050795454927867204,0.045912256303037614,0.1263378024479127,0.34522978662426584,0.024511521707876415,0.2730696031956113,0.049608522283145995
25,0.32560577752572806,0.050279332941031235,0.044740500312580124,0.12622920099226814,0.36724515097560906,0.023513447954544187,0.28276839693689254,0.049219573529909286
26,0.268961519591738,0.048054512737844134,0.04419608038932868,0.12361109553434069,0.3293998364818659,0.02260155568011106,0.2525058101092525,0.04764659929905364
27,0.29151163942402525,0.04909378906366397,0.04557065685624973,0.1263221917361795,0.33427632506438737,0.025123564062390767,0.2545984160106324,0.05211093625471174
28,0.2096120766325781,0.07374516572160406,0.044580923291519775,0.12317623694719945,0.3290292819461601,0.023224686679975372,0.24613266496795289,0.046971140210930136
29,0.31305646813015653,0.05051863785431517,0.045579995051298616,0.12607394248738524,0.38017758686031766,0.025594367684996906,0.29400451079860135,0.04869793271589185
30,0.2749743511934007,0.04817007695360572,0.043564920646834364,0.12171728464075231,0.31979631189423857,0.023089893525002084,0.24681080965029673,0.046094611422454745
31,0.18549448389500317,0.07071257945964823,0.04386362341415678,0.12263665628784974,0.3312067032713748,0.023498806378717544,0.2562373494039748,0.049516648215229137
32,0.13621498581324398,0.09939577445010275,0.04596652944933571,0.12719240034053886,0.343929928702004,0.025127648471867204,0.2791130702281895,0.05292427436230331
33,0.22542637001355822,0.07150571056006909,0.04452320647023261,0.12338973813402103,0.3428849562328774,0.024048075861608002,0.2661233158529468,0.05025562809001437
34,0.2606681067078404,0.047624377022806724,0.04435896499045153,0.1232392382832499,0.3188401423379017,0.023337947226895514,0.24963073414306064,0.05105633368613564
35,0.2017603973564668,0.07149495636003478,0.04458703446695305,0.12553066688457531,0.350076318569493,0.02378508040066888,0.26424339452723566,0.049838864073909035
36,0.28314840589003054,0.05124018792228243,0.04562367990397329,0.12626187931853927,0.3434928680844147,0.024842231993347473,0.28843972129641876,0.04991505012782817
37,0.2888053285694596,0.04998832568982721,0.04546653634541637,0.1270526628806865,0.3338101402509822,0.023826722387446313,0.2529877526622949,0.04825838904455393
38,0.3083716511021953,0.04972284789527371,0.044724723031289985,0.12284740565442964,0.35790906864739686,0.02439566724265657,0.2693068855965389,0.047739927020894676
39,0.18405225029098918,0.0728607860625474,0.04442023041077772,0.12549425354461788,0.3286176173507882,0.021884292501355287,0.24305398692342292,0.04758751150530214
40,0.25834834582545746,0.047131597917417715,0.046400933749245206,0.12728253140449552,0.34776462445601847,0.024452203177213847,0.2666093202656222,0.04864499162784465
41,0.21892027011977033,0.07655694823513653,0.046609644791497686,0.1289725785810206,0.32088735343715247,0.024199974033074195,0.2621708257465714,0.049588053164199314
42,0.2865197094827379,0.04998401076927571,0.044957011709097605,0.12131121278128383,0.3388252838831317,0.025819552654952872,0.2536899923450713,0.04924988752634109
43,0.20583128879069282,0.07428066487305826,0.046059730537157804,0.12773483003527106,0.38087990195502003,0.02453774227082478,0.28507309134944714,0.050446464672397724
44,0.18837406362577291,0.0714221229614746,0.04434999063315688,0.12366891993728389,0.31567732739128096,0.023473451783090925,0.25854448918634687,0.04889029243687095
45,0.23277019809546623,0.07526833660182701,0.0453615018178405,0.12740912789188116,0.3556419884530446,0.023745031125450563,0.27591517200021287,0.0498200368427575
46,0.27105604944584477,0.04825078179037115,0.044972492286287136,0.1233426461786825,0.3099765368279087,0.02294050986276631,0.25079714196294894,0.04733002764772623
47,0.18962087565214247,0.07326872890106384,0.04508354941194635,0.12659221096403284,0.3404742902745046,0.023831463729392086,0.25206950185231447,0.04989652856385856
48,0.19100651143794212,0.07227303953767723,0.04558246785529928,0.12546272024058777,0.3258747705422454,0.022969772136222272,0.25347599634784024,0.048066772711491845
49,0.2880613618909802,0.05048214104847223,0.04437953661862411,0.12294091766037094,0.33328165183107666,0.023902709064827533,0.24606667772525703,0.04782193565511998
50,0.3018107081973077,0.05070076676832903,0.0463743316637962,0.12853150330190807,0.36512984128013626,0.025144562569331362,0.29322421360231277,0.05315744059889499
51,0.18750965873251219,0.06970640071535897,0.04334627446596982,0.12118380688788764,0.3108674088260285,0.022097402355798136,0.2503372766774781,0.04714214988464441
52,0.2830256246068322,0.04882524311919502,0.04495823498081823,0.1272412123282274,0.33110511877172444,0.02351188884765503,0.2664778943363042,0.049757605305723214
53,0.2134150985822765,0.07344456780251404,0.045841531405925326,0.12700548701818729,0.3412623029525279,0.02627682361649808,0.2692078157373017,0.05349899247335811
54,0.19477967180560601,0.07272377467612129,0.04585336422801138,0.12651855655248354,0.345706766378916,0.02463421986168305,0.25710788824844305,0.050972366741512266
55,0.2901052042219301,0.04960338045823434,0.04522320333778666,0.12692726423389372,0.33273108804994983,0.02343774459935926,0.26140395294755725,0.049096330028583934
56,0.29482583305117904,0.049619663396559446,0.04492363124665637,0.12555845645593655,0.352177772464771,0.024642857722986244,0.26237737334793076,0.04934461102431202
57,0.28253680262162284,0.04938645431660875,0.044089964043632746,0.1231689145953162,0.3508566994199623,0.02507801110144957,0.2558828116117314,0.04837800723881696
58,0.20617830788736627,0.07196278071910162,0.04445364186857126,0.1238416709567762,0.3653731478297476,0.023484096732601344,0.28470027741388415,0.05029923742731394
59,0.256141728516921,0.049226934213625125,0.04510403015987429,0.1259291442768757,0.32960992268855516,0.024950513497319148,0.26496334001476096,0.04849549343687777
60,0.2807383317316168,0.050560428776752,0.04599025040371467,0.12847578975915763,0.34736469313270035,0.024589037844466408,0.26363877603009184,0.04997052897514773
61,0.31480468127215855,0.04904173366920776,0.044046306501468624,0.12207965288700992,0.35741803656838733,0.024357620742552433,0.2739265878769113,0.047545042194849375
62,0.274636485954551,0.04740178356104884,0.04378925894880937,0.12139344189132789,0.3369596436712639,0.024082031021774062,0.25292108377368655,0.049296239117458215
63,0.18805555653609657,0.07325073135745154,0.045223376071140214,0.12439064506656596,0.35956189532309896,0.024148733140223463,0.26875467492494426,0.04924122709160536
64,0.20834684312557897,0.07325127665065843,0.04594133033926449,0.1274059555648076,0.34241538588630605,0.0248235632663971,0.27565066920740783,0.05237512558007168
65,0.21910297538955695,0.07541637839727046,0.04544187393305181,0.1260154895748602,0.325782654338104,0.023174632003497245,0.24177413510097673,0.048851107349042806
66,0.29133179708464313,0.04732742641353325,0.04410563014674228,0.12303710862344477,0.3322122773081752,0.023368494038310705,0.2617338822682161,0.04921108992189226
67,0.27969273269124745,0.04667191413680832,0.04468956141619911,0.12737956832097166,0.36250936885715634,0.023584865357717987,0.2715665057107856,0.04806126032104348
68,0.11637248251419798,0.09705481973589997,0.04384114876251203,0.1215954777138795,0.3315183472312635,0.02389040101819919,0.2696033691006424,0.04696581172528433
69,0.3038452862246537,0.049476407270016724,0.04395437887622997,0.12411754270106887,0.3460206979421935,0.024167989026426313,0.2682418322723814,0.04759077033752841
70,0.30503110563174,0.04804510885566095,0.044882710050423616,0.12157458223612172,0.35183938931920655,0.023629199622923175,0.2560246795885654,0.049335325198288274
71,0.20928506160508809,0.07187105807706508,0.045579440424153315,0.12666712818292472,0.3437017831974848,0.023736023915452424,0.2665226731152324,0.05099448414204642
72,0.3041259225311648,0.04704392090925774,0.04411748925266171,0.12262689351176595,0.35018292771638043,0.02396458518647409,0.2615005994453638,0.04963324090187493
73,0.2990099982008644,0.05024186861990227,0.04475886922802679,0.12521867270729206,0.3378746210802065,0.023606814831946623,0.2605578947229863,0.04995570243530749
74,0.29059305605722835,0.05048042995327549,0.04556295141613709,0.12524528620125688,0.32465146482560936,0.02473529517130805,0.24583881622746875,0.050326293611456775
75,0.27661670165983276,0.047271542783587917,0.0448127569743985,0.12552262085006588,0.3306380661021158,0.023258494909454835,0.24040900170408808,0.04791880308375798
76,0.20519600023028242,0.0695428239168883,0.043237472897379975,0.12183066801687953,0.33162474138960374,0.02259122019651886,0.265363179003683,0.04854262431510871
77,0.27608284917826365,0.04829531531646449,0.04596838867826158,0.12647833504711845,0.32714517131813026,0.02364922300568889,0.26087378916755155,0.04932212301847433
78,0.20968313878460287,0.07315612746014338,0.044742944740055385,0.12462771844463355,0.34414617975221656,0.023128181196373474,0.26332061888179265,0.04868564107163054
