Episode,Reward
0,11.751427784173938
1,11.889605215366082
2,11.93333989913692
3,11.757235271778768
4,11.877691350043941
5,11.817618986431134
6,11.911680853289578
7,11.689502042747463
8,11.61463235173877
9,11.726353186550273
10,11.969614123475216
11,11.645114565144219
12,11.648107076942118
13,11.559163248206737
14,11.724882587618636
15,11.64447295792978
16,11.67411343767904
17,11.691351417265178
18,11.63194081910054
19,11.649128203661466
20,11.879621239675268
21,11.842124903958432
22,11.684248098370892
23,11.77818776224235
24,11.787621338598079
25,11.675068724697416
26,11.69939770257961
27,11.773843676340901
28,11.662269308660699
29,11.625741281935234
30,11.975869432869858
31,11.894544776925859
32,11.582404187364851
33,11.877972713479842
34,11.749866956626715
35,11.643896602300154
36,11.65349682960733
37,11.77209069090101
38,11.71490294529535
39,11.56527129104851
40,11.823879172825887
41,11.59935004748655
42,11.716598965142477
43,11.63702438762647
44,11.54926405333726
45,11.887360478814598
46,11.969308449796658
47,11.619138203702079
48,11.782497887309294
49,11.626316597581958
50,11.746939203334266
51,11.74935716521458
52,11.511366957502574
53,11.639220098125355
54,11.654370714101548
55,11.711304065986743
56,11.764630046584042
57,11.83197068636278
58,11.69496820733616
59,11.82344470816135
60,11.783634078236199
61,11.8419693913964
62,11.618405894094952
63,11.68938993600419
64,11.921275716214865
65,11.754522755530306
66,11.532283465189419
67,11.73548711328129
68,11.651567187015718
69,11.66945464871179
70,11.833654902684206
71,11.91547813737219
72,11.788659274364106
73,11.90544455773212
74,11.77964267021611
75,11.72681026189033
76,11.664030207219167
77,11.943444248528554
78,11.828432494003138
79,11.749353599115732
80,11.882930725781648
81,11.85478000918645
82,11.783441805103116
83,11.632419168194712
84,11.781362058456885
85,11.88507940172024
86,11.68135062422221
87,11.60707459340979
88,11.753147660475356
89,11.835254693885748
90,11.654706592815678
91,11.739250095238704
92,11.713645358285639
93,11.695167286850408
94,11.854942362532245
95,11.878063864973479
96,11.821604995405368
97,11.563237411073647
98,11.546764322799572
99,11.856209497905347
