dag_type,average_time,average_energy,average_time_local,average_energy_local,average_time_edge,average_energy_edge,average_time_random,average_energy_random
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.09506249992238978,0.060816666666666665,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1349375,0.047474999999999996
linear,0.2505277775708172,0.08830166666666667,0.011000000000000001,0.08750000000000001,0.23480555555555557,0.026925555555555553,0.18354166666666663,0.042069166666666664
linear,0.10162499981373549,0.04534791667132328,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.30561111090415055,0.07884611111111112,0.010166666666666666,0.08750000000000001,0.23550000000000001,0.032613611111111114,0.1779861111111111,0.04775722222222222
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.2641388884646197,0.07809250000620883,0.011000000000000001,0.08750000000000001,0.23480555555555557,0.026925555555555553,0.1779861111111111,0.042069166666666664
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.30644444423748385,0.08357388888888889,0.011000000000000001,0.08750000000000001,0.23619444444444446,0.026925555555555553,0.17937499999999998,0.042069166666666664
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.176875,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.16630555534859495,0.10817305555555556,0.010166666666666666,0.08750000000000001,0.23445833333333335,0.032613611111111114,0.1764583333333333,0.042069166666666664
linear,0.30644444423748385,0.08357388888888889,0.011000000000000001,0.08750000000000001,0.23550000000000004,0.026925555555555553,0.17937499999999998,0.042069166666666664
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.176875,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.10162499981373549,0.04534791667132328,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.176875,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.10162499981373549,0.045347916671323284,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1794305551312864,0.08754805556176437,0.010166666666666666,0.08750000000000001,0.23411111111111113,0.032613611111111114,0.17854166666666668,0.042069166666666664
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.176875,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.10162499981373549,0.04534791667132328,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1349375,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.176875,0.040383333333333334,0.1349375,0.047474999999999996
linear,0.3059583331263727,0.07315805555555556,0.011000000000000001,0.08750000000000001,0.23827777777777778,0.026925555555555553,0.17729166666666665,0.042069166666666664
linear,0.3059583331263727,0.07315805555555556,0.011000000000000001,0.08750000000000001,0.24175,0.026925555555555553,0.17937499999999998,0.042069166666666664
linear,0.1369999999223898,0.053725,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.2361805551312864,0.0828202777839866,0.011000000000000001,0.08750000000000001,0.23758333333333334,0.026925555555555553,0.17937499999999998,0.042069166666666664
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.2636527773535086,0.06767666667287549,0.011000000000000001,0.08750000000000001,0.23480555555555557,0.026925555555555553,0.17868055555555554,0.042069166666666664
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.24055555505885015,0.072507777787091,0.011000000000000001,0.08750000000000001,0.23827777777777778,0.026925555555555553,0.18076388888888886,0.042069166666666664
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.45673958278230087,0.1107337500046566,0.015375,0.096875,0.26819791666666665,0.020196666666666665,0.20497916666666666,0.039366250000000005
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1349375,0.047474999999999996
linear,0.5326666658983256,0.08745375000931324,0.016,0.096875,0.272625,0.020197291666666665,0.20560416666666664,0.039366875
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1349375,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.46786458294528227,0.134015,0.015375,0.096875,0.27080208333333333,0.020197291666666665,0.20352083333333332,0.039366875
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.176875,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.2505277775708172,0.08830166666666667,0.011000000000000001,0.08750000000000001,0.23619444444444446,0.026925555555555553,0.17937499999999998,0.042069166666666664
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.18,0.040383333333333334,0.1349375,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.2636527773535086,0.06767666667287549,0.011000000000000001,0.08750000000000001,0.23897222222222222,0.026925555555555553,0.1779861111111111,0.042069166666666664
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.1349375,0.047474999999999996
linear,0.2505277775708172,0.08830166666666667,0.011000000000000001,0.08750000000000001,0.23619444444444446,0.026925555555555553,0.17937499999999998,0.042069166666666664
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.10162499981373549,0.04534791667132328,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.2821354158983256,0.12435187500931322,0.016,0.096875,0.26949999999999996,0.020196666666666665,0.20299999999999999,0.039366250000000005
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.3059583331263727,0.07315805555555556,0.011000000000000001,0.08750000000000001,0.23550000000000001,0.026925555555555553,0.1814583333333333,0.042069166666666664
linear,0.10162499981373549,0.045347916671323284,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.18,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.176875,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.2553888886094921,0.0884050000031044,0.011000000000000001,0.08750000000000001,0.23480555555555557,0.026925555555555553,0.17937499999999998,0.042069166666666664
linear,0.18026388846461971,0.08754805556176437,0.011000000000000001,0.08750000000000001,0.23550000000000001,0.026925555555555553,0.1814583333333333,0.042069166666666664
linear,0.2636527773535086,0.06767666667287547,0.011000000000000001,0.08750000000000001,0.23758333333333334,0.026925555555555553,0.17868055555555554,0.042069166666666664
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1349375,0.047474999999999996
linear,0.3059583331263727,0.07315805555555556,0.011000000000000001,0.08750000000000001,0.24244444444444446,0.026925555555555553,0.18076388888888886,0.042069166666666664
linear,0.32005555513128636,0.07336472222843103,0.011000000000000001,0.08750000000000001,0.23827777777777778,0.026925555555555553,0.17937499999999998,0.042069166666666664
linear,0.22256944423748384,0.09302944444444444,0.011000000000000001,0.08750000000000001,0.23758333333333334,0.026925555555555553,0.17937499999999998,0.042069166666666664
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.3059583331263727,0.07315805555555556,0.011000000000000001,0.08750000000000001,0.23480555555555557,0.026925555555555553,0.1779861111111111,0.042069166666666664
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.643716665530453,0.13005433334637184,0.02,0.1025,0.29635833333333333,0.01615933333333333,0.21975833333333333,0.0377445
linear,0.2636527773535086,0.06767666667287549,0.011000000000000001,0.08750000000000001,0.23758333333333334,0.026925555555555553,0.17729166666666665,0.042069166666666664
linear,0.30644444423748385,0.08357388888888889,0.011000000000000001,0.08750000000000001,0.23619444444444446,0.026925555555555553,0.17937499999999998,0.042069166666666664
linear,0.2636527773535086,0.06767666667287547,0.011000000000000001,0.08750000000000001,0.23480555555555557,0.026925555555555553,0.17937499999999998,0.042069166666666664
linear,0.30644444423748385,0.08357388888888889,0.011000000000000001,0.08750000000000001,0.24313888888888888,0.026925555555555553,0.17937499999999998,0.042069166666666664
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.6059166656546294,0.1668511666759799,0.021,0.1025,0.2907333333333334,0.016160333333333332,0.21913333333333332,0.0377455
linear,0.2636527773535086,0.06767666667287549,0.011000000000000001,0.08750000000000001,0.23688888888888893,0.026925555555555553,0.17868055555555554,0.042069166666666664
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.176875,0.040383333333333334,0.1349375,0.047474999999999996
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.3104722219428255,0.07894944444754885,0.010166666666666666,0.08750000000000001,0.23723611111111112,0.032613611111111114,0.1779861111111111,0.04775722222222222
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.30644444423748385,0.08357388888888889,0.011000000000000001,0.08750000000000001,0.23688888888888893,0.026925555555555553,0.18076388888888886,0.042069166666666664
linear,0.4049583329452823,0.13329541666666667,0.015375,0.096875,0.26793750000000005,0.020197916666666666,0.20706249999999998,0.0393675
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.09506249992238978,0.060816666666666665,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.176875,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.18,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.3512395824563379,0.10171395834497486,0.016,0.096875,0.26897916666666666,0.020196666666666665,0.20456249999999998,0.039366250000000005
linear,0.24006944394773902,0.06209194445375767,0.011000000000000001,0.08750000000000001,0.23758333333333334,0.026925555555555553,0.17937499999999998,0.042069166666666664
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.18,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.24969444423748385,0.08830166666666667,0.010166666666666666,0.08750000000000001,0.23619444444444446,0.032613611111111114,0.17833333333333332,0.04775722222222222
linear,0.10162499981373549,0.045347916671323284,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.18463888839218348,0.07723555556486877,0.011000000000000001,0.08750000000000001,0.23897222222222222,0.026925555555555553,0.1779861111111111,0.042069166666666664
linear,0.2671041657896712,0.11661750001164153,0.015375,0.096875,0.27184375,0.020196666666666665,0.20430208333333333,0.039366250000000005
linear,0.1369999999223898,0.053725,0.006,0.06875,0.176875,0.040383333333333334,0.1349375,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1349375,0.047474999999999996
linear,0.7296944422713585,0.18098722224550526,0.021833333333333333,0.10625,0.2989861111111111,0.024843888888888888,0.22804861111111108,0.03666333333333333
linear,0.10162499981373549,0.04534791667132328,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.1349375,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.4357708327823008,0.11427958333798996,0.015375,0.096875,0.26871875,0.020196666666666665,0.20404166666666668,0.039366250000000005
linear,0.5136562495420998,0.1029218750046566,0.015375,0.096875,0.27470833333333333,0.020196666666666665,0.20586458333333332,0.039366250000000005
linear,0.31908333290906415,0.05253305556176437,0.011000000000000001,0.08750000000000001,0.24175,0.026925555555555553,0.17868055555555554,0.042069166666666664
linear,0.3024861109558907,0.07884611111111112,0.010166666666666666,0.08750000000000001,0.23411111111111113,0.032613611111111114,0.1811111111111111,0.04775722222222222
linear,0.09506249992238978,0.060816666666666665,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.3623958329452822,0.14110666666666666,0.01475,0.096875,0.26585416666666667,0.020197291666666665,0.20341666666666666,0.039366875
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.24055555505885015,0.072507777787091,0.011000000000000001,0.08750000000000001,0.23480555555555557,0.026925555555555553,0.1779861111111111,0.042069166666666664
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1349375,0.047474999999999996
linear,0.09506249992238978,0.060816666666666665,0.006,0.06875,0.18,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.5079270829452822,0.115565,0.014124999999999999,0.096875,0.26871875,0.02872875,0.2000833333333333,0.039366250000000005
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.2505277775708172,0.08830166666666667,0.011000000000000001,0.08750000000000001,0.23758333333333334,0.026925555555555553,0.1779861111111111,0.042069166666666664
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.1369999999223898,0.053725,0.006,0.06875,0.18,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.3187361106868419,0.05822111111731993,0.010166666666666666,0.08750000000000001,0.23445833333333335,0.032613611111111114,0.17833333333333332,0.04775722222222222
linear,0.2474895824563379,0.12442937501164153,0.016,0.096875,0.2721041666666667,0.020196666666666665,0.20456249999999998,0.039366250000000005
linear,0.33842708265812443,0.11363687500698494,0.015375,0.096875,0.2681979166666667,0.020196666666666665,0.20404166666666668,0.039366250000000005
linear,0.4475208329452822,0.12974833333333333,0.016,0.096875,0.2710625,0.020196666666666665,0.20404166666666668,0.039366250000000005
linear,0.09506249992238978,0.060816666666666665,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.176875,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.2505277775708172,0.08830166666666667,0.011000000000000001,0.08750000000000001,0.23758333333333334,0.026925555555555553,0.17868055555555554,0.042069166666666664
linear,0.10162499981373549,0.04534791667132328,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.4748645824563379,0.0633754166783082,0.016,0.096875,0.272625,0.020197291666666665,0.20456249999999998,0.039366875
linear,0.29515277728107236,0.05263638889820212,0.010166666666666666,0.08750000000000001,0.2403611111111111,0.032613611111111114,0.1811111111111111,0.04775722222222222
linear,0.10162499981373549,0.045347916671323284,0.006,0.06875,0.176875,0.040383333333333334,0.1318125,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.18,0.040383333333333334,0.1349375,0.047474999999999996
linear,0.2636527773535086,0.06767666667287549,0.011000000000000001,0.08750000000000001,0.23550000000000004,0.026925555555555553,0.18076388888888886,0.042069166666666664
linear,0.1369999999223898,0.053725,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.5181354161156342,0.1079081250046566,0.014124999999999999,0.096875,0.26741666666666664,0.02872875,0.201125,0.039366250000000005
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.176875,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.30644444423748385,0.08357388888888889,0.011000000000000001,0.08750000000000001,0.23619444444444446,0.026925555555555553,0.17937499999999998,0.042069166666666664
linear,0.2073888884646197,0.0828202777839866,0.010166666666666666,0.08750000000000001,0.23723611111111112,0.032613611111111114,0.17902777777777779,0.04775722222222222
linear,0.8480416645297987,0.0852733333550642,0.024333333333333335,0.10625,0.30419444444444443,0.013468194444444442,0.23193750000000002,0.03666333333333333
linear,0.2677291657896712,0.11661750001164153,0.016,0.096875,0.26689583333333333,0.020196666666666665,0.20404166666666665,0.039366250000000005
linear,0.31908333290906415,0.05253305556176437,0.011000000000000001,0.08750000000000001,0.23550000000000001,0.026925555555555553,0.17729166666666665,0.042069166666666664
linear,0.1369999999223898,0.053725,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.1349375,0.047474999999999996
linear,0.25799166531935336,0.1896685000130385,0.021,0.1025,0.29365,0.01615933333333333,0.2216333333333333,0.0377445
linear,0.31845833291941217,0.07315805555555556,0.011000000000000001,0.08750000000000001,0.23688888888888893,0.026925555555555553,0.1779861111111111,0.042069166666666664
linear,0.6519833317252497,0.11806950001117586,0.0185,0.1025,0.28760833333333335,0.01615933333333333,0.21913333333333332,0.0377445
linear,0.31908333290906415,0.05253305556176437,0.011000000000000001,0.08750000000000001,0.23758333333333334,0.026925555555555553,0.17868055555555554,0.042069166666666664
linear,0.17893749992238978,0.04663333333333333,0.006,0.06875,0.18,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.5547291658983255,0.0995310416759799,0.016,0.096875,0.27731249999999996,0.020196666666666665,0.20508333333333334,0.039366250000000005
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.17479166666666668,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.401906249285986,0.11435708334031824,0.0135,0.096875,0.26637500000000003,0.02872875,0.20242708333333334,0.039366250000000005
linear,0.14356249981373548,0.038256250004656614,0.006,0.06875,0.17583333333333334,0.040383333333333334,0.13285416666666666,0.047474999999999996
linear,0.6041666656111677,0.15770350000745056,0.0185,0.1025,0.2869833333333333,0.01615983333333333,0.216675,0.0377445
