Episode,average_time,average_energy,average_time_local,average_energy_local,average_time_edge,average_energy_edge,average_time_random,average_energy_random
0,0.3780137572888134,0.054362560444046505,0.04959636180857273,0.13749773534528087,0.3581545197003616,0.026618027563982963,0.2826303845158361,0.053713830670927706
1,0.4206974590128211,0.056612737284066884,0.05026315619025416,0.1405145564700143,0.4189010223299107,0.028432388428012267,0.3011080786781715,0.058512150709086566
2,0.3950313244230405,0.05541062519448008,0.0511653451282279,0.14320276070333435,0.38810789873514706,0.02796152910317666,0.31043707937644444,0.0560174466246664
3,0.4076056916759805,0.0538937481484114,0.049700787729076955,0.14027626075345234,0.4071758946889068,0.026753090032193366,0.3078241114745231,0.05583582032320604
4,0.3992924050580804,0.05553012854667385,0.04923835363621243,0.13704376695517567,0.3812189909439605,0.027899943400648518,0.2993928564754546,0.0552138823450933
5,0.4174553628531736,0.056973613656316424,0.05012296896495477,0.13957850894336138,0.4103069180407375,0.02643289561528827,0.31236708808597796,0.052352195133062523
6,0.412217932677833,0.05550998182472301,0.04983205395553085,0.13965538815821604,0.39097010883611555,0.026867299463174225,0.29616128887345405,0.05556753527194971
7,0.37879379082091247,0.0527957521071784,0.04859522341177276,0.13417493026734742,0.3554044690279457,0.02635010296110859,0.2750704586488267,0.05426923463871613
8,0.42019366372196054,0.05206118354551727,0.04998912897875783,0.1381234662424162,0.3988268309563456,0.02651964406404391,0.3011098474153201,0.056195706510298024
9,0.39804208336381586,0.054756217876224256,0.04967990141048777,0.13797862760201815,0.40268602314682256,0.02724907087920613,0.2974066240995288,0.05556987367206413
10,0.41698404933554556,0.05475833464731732,0.049309692224504445,0.1365452163189048,0.41994993882554976,0.028692414396484688,0.31374267903395975,0.05701327870626243
11,0.3942359135454204,0.05289066139782304,0.048700484080124694,0.13432496555711557,0.3901590927637603,0.028084561776284225,0.29752838884134364,0.05599368485928139
12,0.3896438598777154,0.05466947171077664,0.049850274953458354,0.13904648429200445,0.3703349495925693,0.02536400330093355,0.2916794291130326,0.055171123226813175
13,0.4076537586113394,0.05467209431537737,0.049126814073039066,0.13505220274948096,0.40419587342392294,0.02851896661632483,0.3075664779038214,0.05502114896797494
14,0.3870255564116927,0.05267046418477705,0.04901747214435538,0.13786491315499927,0.38590695604222897,0.026220191723628047,0.3040439473358576,0.054284963940192776
15,0.41723321895137233,0.051055033022272184,0.048494850981761976,0.13447017041880338,0.39492808744555175,0.025649456051616018,0.29519615296523793,0.05491098159205766
16,0.3762167565439259,0.05591715775384982,0.04884235556874053,0.1360421147701301,0.36585181922647714,0.027359391465718093,0.2745002596234421,0.054236851592462006
17,0.4219785441870525,0.05669576635115706,0.04947270641407805,0.136762020640902,0.4111602524895633,0.028420983913623514,0.31384800941610536,0.05688746627496488
18,0.4138819183602936,0.05509687968582518,0.04956982991532901,0.13710129539820806,0.3879896792523876,0.026854404942886517,0.2893661154631675,0.05379257508078402
19,0.41928286770287326,0.05653735202267185,0.05113462808353844,0.14255746743817452,0.406117618853934,0.02789466966112307,0.29830047196423093,0.058427409039324626
20,0.39553216346606523,0.05443526180804308,0.049478004621856364,0.13728186350301785,0.38898031534739275,0.027394718043199855,0.3016551665321775,0.054164201925836986
21,0.39503914026608217,0.05437652450899926,0.047724959319865146,0.1339823911621726,0.3837896338436929,0.026159947478425736,0.3083992494874977,0.05207988468710341
22,0.4009036346081469,0.05470336484942041,0.047738133205569994,0.1333974642219996,0.4094219181831264,0.02637893494512733,0.30817691941726766,0.05355941466830436
23,0.3914378175989172,0.054402541092607615,0.04856971447921723,0.13377109881770502,0.3950646514142543,0.02660546645475296,0.31066650761093434,0.05425861061299008
24,0.4094568796304475,0.05479808790356933,0.050057159697926554,0.1399304844897497,0.4009769264324447,0.026451131357334706,0.3095778208314089,0.05608221916351259
25,0.3868592056810875,0.05132534486296762,0.048326777179763206,0.1344261201271389,0.36849068930805723,0.02589034296167765,0.2834452740657405,0.05415933322765911
26,0.3724372585345367,0.05157628823925224,0.048131153328850304,0.1332830175928026,0.3547472051754929,0.027414471143616715,0.27668782131631936,0.053462184393081
27,0.3851910744201019,0.05434445755549485,0.04806064327143943,0.13377627181747329,0.37981288853607104,0.0264353344724977,0.30066922726482165,0.05220229219256058
28,0.38062405820523126,0.05296267062526486,0.04865510926020761,0.1360666082326401,0.3596813591988288,0.026576769954749918,0.280589339288794,0.054332906608790414
29,0.40465435235222325,0.055282417522257876,0.050704927384659315,0.14011405424487516,0.38652717594005864,0.027117136908102486,0.31045621220456365,0.053841114723105425
30,0.3893410521231749,0.05452580012826436,0.04970251300708584,0.1382012957170066,0.3624368884935071,0.026244470937361087,0.2851506831857948,0.054445454445902514
31,0.3892155209419121,0.05481877934079693,0.05085952233014701,0.13781530373240425,0.38162144300362655,0.027967264785262385,0.2978155570324744,0.054423539443395924
32,0.37686757870807247,0.053805341960607565,0.04938412432990352,0.1379684860885637,0.37704050350375395,0.02747345143225103,0.2948700630240154,0.05430341502117421
33,0.41693152128772315,0.05491349962117133,0.050712118772629426,0.1395690157694197,0.3892413905155011,0.02772520246178148,0.3136669688180013,0.0575323223876611
34,0.4177276561250079,0.055003817081468606,0.04976469607342236,0.13788093745908256,0.4093090514521701,0.027863158965250587,0.3176326049293953,0.05490424925318271
35,0.41275161759567375,0.05387011889947297,0.04964927912414738,0.13748735968022094,0.3994273940361642,0.026125586019409428,0.3001787663823663,0.05530899421069763
36,0.38202929458612916,0.054760808073656644,0.0493604296071524,0.140389366025583,0.381874835458354,0.026304836753111772,0.30341063436933013,0.05514043991992233
37,0.38695477516839694,0.05407455277978781,0.05030133580871647,0.14020736737566214,0.3534359337736447,0.02550314909310935,0.27161344925750674,0.055458211768929046
38,0.4153040387929261,0.055009218358413825,0.05090674987938695,0.14070911453086093,0.385458659091794,0.026714792297592285,0.31306061475172575,0.05637643601497496
39,0.383281457748489,0.05437016247059433,0.04930732378094986,0.13845035222891186,0.36698883849703845,0.026044387781341796,0.2866413335213162,0.05504776834687598
40,0.4074244831137283,0.05839407130740689,0.05232190521005859,0.14527235101792224,0.41504641949804877,0.02916535985447911,0.31390017298548784,0.05880248934469402
41,0.3754205223265031,0.05352288027726044,0.04858647104861419,0.13427466043279712,0.3724848650661555,0.026944612739361665,0.2909073688269937,0.05352599775128952
42,0.4102691894211835,0.055716479236975966,0.05109231220035504,0.1411941636482622,0.4090621162893612,0.028397585203340386,0.3087541111263037,0.05854297948879622
43,0.4019343914502034,0.05323107817017723,0.049182275597183446,0.13780304437667684,0.40017586381826165,0.025836619515128723,0.3212672153954518,0.054880715991122486
