Episode,Reward
0,9.606957713971923
1,10.786833730584611
2,10.98012707010507
3,11.142126457543776
4,10.95383680984326
5,11.626853888517932
6,11.295969169845595
7,11.272168990253242
8,11.261446294166772
9,11.434400744979511
10,11.63259813489804
11,11.424220463875079
12,11.37393675196192
13,11.524200053444956
14,12.06801856576087
15,12.053759244275254
16,12.05287335009238
17,11.619467391013375
18,11.273065483251962
19,11.487358925086554
20,11.992758030268872
21,11.304443390477779
22,11.87534016846776
23,11.24784068838703
24,11.30662890323027
25,11.65703371161409
26,11.864537770129472
27,11.528528059997637
28,11.467787429854255
29,12.218493793026326
30,11.405542225271306
31,11.364021985286682
32,12.034948547413537
33,11.957864920810815
34,11.483112753156753
35,11.530211936292485
36,12.19261289927586
37,11.29106578554749
38,12.021347773960315
39,11.485589729873553
40,11.584426781420433
41,11.313480853439206
42,11.366199372116581
43,11.6498598004813
44,12.09290498631622
45,12.006321870539562
46,11.574221058754475
47,11.588525727316513
48,12.10598477851484
49,11.7238475455375
50,11.441684327303175
51,11.391209866951453
52,11.686952840870784
53,11.802132396312432
54,11.804667057409464
55,11.484222365863324
56,12.121836254022273
57,11.400738339175657
58,12.201320748624878
59,11.58359566048865
60,12.282856459281675
61,11.575103938580552
62,12.186049470282908
63,12.094414389520079
64,12.256306050685616
65,12.03445597872227
66,11.267442430327796
67,12.245561718164806
68,12.244536207507249
69,11.484671813521853
70,11.98320130830313
71,12.04299710158153
72,12.180175346307532
73,12.156620515748928
74,11.596546960360357
75,11.58039090509707
76,11.99966891987362
77,11.465325246181871
78,11.494203519045776
79,11.547718130385888
80,11.38272498114028
81,11.713251842766157
82,11.750853582908043
83,12.121111533409007
84,11.490721297358306
85,11.593253414137507
86,12.343097457918397
87,11.42321872636353
88,11.422849907001787
89,12.185306168052236
90,12.286216505351337
91,11.354589209882384
92,11.599803877989741
93,12.22562671241647
94,12.183205242169437
95,11.64388078603085
96,11.266096135313123
97,11.525626660382589
98,11.455897211979021
99,12.167996109104124
