Episode,Reward
0,8.654777023030505
1,9.584620805635629
2,10.337108240127893
3,9.824333611382157
4,9.45679074063494
5,10.540484671622739
6,11.586956337129683
7,12.553238503166568
8,12.416624192623006
9,10.852522228462245
10,10.205071976372967
11,11.72979597596856
12,10.297201692404395
13,12.540757271508266
14,11.140959052172018
15,11.5943376929779
16,12.512379838331958
17,11.74855563791578
18,9.66707268218794
19,10.890589666619793
20,11.688550517075724
21,11.240747601900305
22,10.180600187824643
23,10.361487490527345
24,12.006081718623085
25,10.6413593493717
26,10.486029192113802
27,12.562819478445247
28,12.660960398145637
29,12.696830388595359
30,10.702629952627424
31,10.921330042241017
32,12.607794072949249
33,12.657105324098156
34,11.279237255573122
35,10.137038798835107
36,10.589798891906538
37,12.655126000899575
38,11.012768001412097
39,12.626930604091799
40,11.09977541234749
41,9.932147426223061
42,11.463280969438237
43,11.274003222077198
44,12.577050726329905
45,10.808482713175415
46,12.634465054646466
47,11.085675997961012
48,11.948328139778123
49,12.695349903584846
50,12.628067232715775
51,10.57410787487747
52,11.041420708458634
53,11.514382484672993
54,12.563362855312006
55,12.668516628673729
56,10.726778487655178
57,11.570844473776802
58,11.202608888985527
59,12.629886865177786
60,10.93712800425793
61,10.99562759328241
62,11.60535755224608
63,10.354318270513847
64,11.035209429027915
65,10.657173743416081
66,12.590109081943805
67,11.410730196777353
68,12.031498215901163
69,11.101796619695667
70,10.515821263040806
71,12.688531583458804
72,11.164988575695185
73,10.877246579832406
74,12.668464068748932
75,10.407226048341354
76,12.670235312129632
77,10.636063303117062
78,12.032183939265106
79,12.568277454511138
80,12.584848210368204
81,11.132795166218811
82,12.614138515496514
83,12.600147469715928
84,12.645594891652141
85,11.548914106121089
86,12.627796381622657
87,11.023314709220585
88,12.606543504311391
89,10.933244061758705
90,11.923823056181185
91,11.302650848153638
92,12.12364675528459
93,10.574790083120828
94,12.623852773247643
95,10.483918059629252
96,12.65123677119617
97,11.440060205308294
98,12.598581914388419
99,12.638193253919168
