Episode,Reward
0,11.508537154615997
1,11.699008103937853
2,11.531562831152108
3,13.571304819134387
4,11.607834637931797
5,11.212871646472935
6,11.535595765549107
7,11.275333895267709
8,13.606603745463337
9,11.601774052843258
10,11.821418248130431
11,11.690590610097686
12,11.620810929248488
13,13.656539646966564
14,11.671368864719533
15,13.570371878087608
16,13.533491553239434
17,11.341692337077438
18,13.621391308699675
19,13.54465123942959
20,11.510272188378199
21,11.862635207369056
22,11.608373565795144
23,11.559389365827295
24,11.583523877789819
25,13.613631965437584
26,13.584961009779743
27,11.591341836427906
28,13.61102030096286
29,11.769732887147196
30,11.341351068649981
31,11.467467227507784
32,11.44495534299141
33,11.691009285459941
34,11.66464804577989
35,11.310537938765801
36,11.582852402890168
37,11.701948038572963
38,11.590972635761823
39,11.572979593947403
40,11.59709206983484
41,11.565422659171604
42,11.875508657165389
43,13.59369696250408
44,11.602031026600605
45,11.58757826757101
46,11.575463740797442
47,11.542726337353987
48,11.408602608499692
49,13.533277972248406
50,13.539539337176276
51,13.581210211221842
52,11.84875701207632
53,13.590009619583938
54,11.65104304823343
55,11.846414986622953
56,11.951081602534357
57,11.610572657641578
58,13.599165830801644
59,11.529858787224468
60,11.774721668611575
61,11.367677797912336
62,11.491181322742477
63,11.662475118042998
64,11.574966908037446
65,13.62102233717107
66,11.49966651357277
67,11.558943222936753
68,11.65689463026421
69,13.59955367166538
70,11.71099389110136
71,11.576856215948146
72,11.725780849265997
73,11.59133455357308
74,13.593096586670274
75,13.602278613866092
76,11.602289714058458
77,11.45886773136762
78,11.269637964295585
79,11.905237932100132
80,13.601284617233457
81,11.468138868205536
82,11.83119735726374
83,13.62522295777934
84,11.508075651440247
85,13.60769776727128
86,13.586513608513435
87,11.485860156258058
88,13.625456518081855
89,13.591958894763026
90,13.611409642467175
91,11.823166075222819
92,11.549553051121622
93,11.580111319710289
94,11.516339206996872
95,11.484189439801533
96,11.491989805331865
97,13.586187046901959
98,11.410844917267248
99,11.873701672679559
