Episode,Reward
0,11.753279871346075
1,11.841380769235716
2,2.616402714671657
3,10.388866044371122
4,10.138404139166013
5,2.6330873804949673
6,11.976823118671117
7,10.68261291540628
8,10.385060560450029
9,11.656317421866735
10,2.677721693059487
11,2.702660254641575
12,2.5984075129337105
13,2.8103087687773494
14,10.647755630175851
15,12.161788970693975
16,2.7137648695609426
17,12.211111628552874
18,2.716057072194826
19,10.666144564601476
20,2.9024488467983955
21,12.190124095495634
22,10.837100864300101
23,10.80527264181847
24,2.6392160469552746
25,10.80559836158664
26,2.844067694640626
27,2.427783802257969
28,10.417332866432616
29,2.74587325761793
30,2.7159449201309074
31,10.662920141796146
32,10.758016207529757
33,10.753802140862115
34,2.742465703487735
35,2.6532259196520114
36,10.692572232196238
37,2.6887889631409383
38,10.54431215325548
39,10.644912539626812
40,12.155259914442878
41,2.685443436525145
42,2.6875313082579537
43,10.874443219858616
44,2.7095209240615663
45,10.749687011455713
46,11.605740999140227
47,2.7147206187205066
48,11.666417572648438
49,10.711772590165054
50,2.7053961709344962
51,2.8533979367968367
52,11.74912544998904
53,2.4057374031302774
54,2.716423122647168
55,12.347713893229368
56,10.573235598055511
57,11.525255642380229
58,2.7535480755967603
59,12.197157211595307
60,2.7573179165297472
61,10.917604411243286
62,2.6942914964791687
63,12.564884880422927
64,10.915898812858826
65,2.652272856387677
66,2.724334280199152
67,10.306624349714493
68,2.687885555831784
69,12.551653424703748
70,2.727323495783887
71,10.478794323439342
72,2.719564980999369
73,10.55759089171554
74,2.7281765397879347
75,11.909879040953305
76,10.70608758633769
77,10.647025125146587
78,12.413618670295481
79,10.6873191078869
80,10.672617798978909
81,10.640195332813558
82,12.290235992560119
83,2.678013925263967
84,10.6105312806929
85,2.741879170074758
86,2.7566148044119174
87,10.95279935434845
88,10.693884242739763
89,10.7037435624376
90,2.668963976744579
91,10.499136690310255
92,10.837068286945275
93,2.66988240130702
94,11.638735790088754
95,2.6768709275666076
96,2.6679965322574843
97,2.8675325694536236
98,10.709719664933553
99,2.6726678845157688
