Episode,Reward
0,12.16852378570396
1,12.323037525938208
2,12.163759109369483
3,12.243841217470967
4,12.050922085598549
5,12.162998844353092
6,12.311803735136666
7,12.26858380522615
8,12.249629370138532
9,12.156142139880696
10,12.028929301061394
11,12.10603306470772
12,12.11511528285108
13,12.133626629534259
14,12.124566493261838
15,12.201763141793558
16,12.183858420102801
17,12.285002297399027
18,12.177378772983216
19,12.06641450025187
20,12.177166907456721
21,12.24540383456232
22,12.01235255007527
23,12.103737213185784
24,12.19252497134219
25,12.143480907320907
26,11.97736864116515
27,12.183880825817962
28,12.523887479498374
29,12.232385221926759
30,12.294645993161508
31,12.33116438199717
32,12.399476823442873
33,12.220926533770475
34,12.10919215748669
35,12.071522985229228
36,12.342786729887788
37,12.25256394083769
38,12.168780006171605
39,12.310858923685071
40,12.218849340597219
41,12.238534558856418
42,12.172401776458095
43,12.095371713186417
44,12.15328422815053
45,12.621539415676216
46,12.30138590648289
47,12.255061481382185
48,12.255113292811465
49,12.236623868756075
50,12.277195515101123
51,12.106889738261314
52,12.115971281739808
53,12.237550423857588
54,12.145865436060065
55,12.009953090832697
56,12.138706057720523
57,12.594797118695915
58,12.131099062783392
59,12.09526616074254
60,12.548324806051742
61,12.330245539522622
62,12.170000658796116
63,12.18777486225436
64,12.193691014346847
65,12.19813014727421
66,12.209735639722203
67,12.096596610353767
68,12.250058760663205
69,12.170138471167443
70,12.349103413082073
71,12.166959420495079
72,12.198695013179682
73,12.12464354822991
74,12.139829002260694
75,12.143990088808708
76,12.130629208203565
77,12.500567163502872
78,12.285374671040833
79,12.228587496692967
80,12.35397585159953
81,12.298731295800264
82,12.277113843286065
83,12.299932390062398
84,12.226498641231558
85,12.117961947091581
86,12.256501421555292
87,12.163601170536426
88,12.047433735163064
89,12.586256165669592
90,12.317760661183366
91,12.250564504323291
92,12.342555700960107
93,12.138872199439364
94,12.40464549861373
95,12.19221273298695
96,12.181947957806564
97,12.218581976216736
98,12.215076848167216
99,12.240167878914566
